,Open,Max,Min,Close,Volume,Margin,Date
1653,217.28,218.18,215.01,216.2,526249.0,433.33500000000004,2021-09-02
1654,216.3,217.0,214.41,215.13,334152.0,431.42,2021-09-03
1655,214.97,216.89,214.41,215.67,382961.0,430.96999999999997,2021-09-06
1656,215.1,216.0,211.75,213.0,579993.0,427.925,2021-09-07
1657,213.02,213.99,212.5,212.91,494199.0,426.21000000000004,2021-09-08
1658,214.0,215.0,213.06,213.81,121798.0,427.935,2021-09-09
1659,213.0,215.7,213.0,214.17,211983.0,427.93499999999995,2021-09-10
1660,215.0,218.9,214.5,216.33,492097.0,432.365,2021-09-13
1661,216.5,217.0,211.15,213.87,520390.0,429.26,2021-09-14
1662,214.11,214.9,210.74,212.15,283946.0,425.95,2021-09-15
1663,213.45,214.08,211.11,212.31,234340.0,425.475,2021-09-16
1664,212.9,212.9,206.5,207.87,617453.0,420.085,2021-09-17
1665,208.0,208.0,204.5,205.95,208407.0,413.225,2021-09-20
1666,206.0,208.0,203.0,204.32,428633.0,410.65999999999997,2021-09-21
1667,204.73,204.99,197.0,202.18,804947.0,404.45,2021-09-22
1668,203.01,204.5,198.0,200.14,332474.0,402.825,2021-09-23
1669,199.99,202.49,196.8,198.62,577735.0,398.95000000000005,2021-09-24
1670,197.52,200.95,191.0,195.45,722958.0,392.46000000000004,2021-09-27
1671,197.0,202.0,195.45,199.59,495924.0,397.02,2021-09-28
1672,198.85,199.0,193.51,195.51,787079.0,393.435,2021-09-29
1673,194.99,203.0,194.01,200.99,1158987.0,396.495,2021-09-30
1674,202.99,202.99,198.0,198.5,974301.0,401.24,2021-10-01
1675,197.9,201.6,196.0,200.38,502445.0,397.94,2021-10-04
1676,200.01,201.7,199.0,199.95,143874.0,400.33000000000004,2021-10-05
